age_description,jaw_description,eyes_description,hair_description,nose_description,race_description,beard_description,gender_description,eyebrows_description,expression_description,additionalInfo_description,Attractive_og_img,Race_og_img,Memorable_og_img,Filename_og_img,AWSFile_og_img,ParticipantId,Task Data,Submitted Data,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Gender,Country Of Residence,Household Income,Race,Employment Status,Filepath_og_img,DALLE_img_filepath,DALLE_images_transformed
late-60s,Rounded,Bright blue,Short greying,Thin nose bridge,white,None,male,Normal greying,smiling,No description provided,3.0,1.0,3.0,Google_1_Ralph Spiller_13_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Ralph%20Spiller_13_oval.jpg,68AE52DF98C44E0A9F6C0987FF3032C3,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Ralph Spiller_13_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Ralph%20Spiller_13_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":583}","{""Data"":{""taskData"":{""age"":""late-60s"",""jaw"":""Rounded"",""eyes"":""Bright blue"",""hair"":""Short greying"",""nose"":""Thin nose bridge"",""race"":""white"",""beard"":""None"",""gender"":""male"",""eyebrows"":""Normal greying"",""expression"":""smiling""}}}",28,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,Single,Democrat,Man,United States,"$60,000-$69,999",Vietnamese,Full-time,1k-MTurk-Images/Google_1_Ralph Spiller_13_oval.jpg,DALLE_images/Google_1_Ralph Spiller_13_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Ralph Spiller_13_oval_DALLE_TRANSFORMED.jpg
mid-70s,round,small grey/light brown,short bonde,large nose,white,none,male,thick blonde,neutral,thin lips ,2.0,1.0,3.0,Google_1_Jack Bakker_7_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Jack%20Bakker_7_oval.jpg,43CBBAAAF0554C66B02BAFB7FA8E1FA1,"{""RowData"":[{""CellData"":""2.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Jack Bakker_7_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Jack%20Bakker_7_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":586}","{""Data"":{""taskData"":{""age"":""mid-70s"",""jaw"":""round"",""eyes"":""small grey/light brown"",""hair"":""short bonde"",""nose"":""large nose"",""race"":""white"",""beard"":""none"",""gender"":""male"",""eyebrows"":""thick blonde"",""expression"":""neutral"",""additionalInfo"":""thin lips ""}}}",37,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Other,Single,Something else,Woman,United States,"$40,000-$49,999",Black or African American,Part-time,1k-MTurk-Images/Google_1_Jack Bakker_7_oval.jpg,DALLE_images/Google_1_Jack Bakker_7_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Jack Bakker_7_oval_DALLE_TRANSFORMED.jpg
35+,pointed,Dark brown,"Straight, long, dark brown",Small flare,white,none,female,"Medium thickness, brown",smiling,"Pink lipstick, smile looks forced, white teeth, blush on cheeks. Doesn't look happy even thought they smile. Teeth are larger in front.",5.0,1.0,4.0,Google_1_Laurie Mcnamara_15_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Laurie%20Mcnamara_15_oval.jpg,8D8E1FD227734441804B364B890AF2D1,"{""RowData"":[{""CellData"":""5.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""4.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Laurie Mcnamara_15_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Laurie%20Mcnamara_15_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":523}","{""Data"":{""taskData"":{""age"":""35\u002B"",""jaw"":""pointed"",""eyes"":""Dark brown"",""hair"":""Straight, long, dark brown"",""nose"":""Small flare"",""race"":""white"",""beard"":""none"",""gender"":""female"",""eyebrows"":""Medium thickness, brown"",""expression"":""smiling"",""additionalInfo"":""Pink lipstick, smile looks forced, white teeth, blush on cheeks. Doesn\u0027t look happy even thought they smile. Teeth are larger in front.""}}}",56,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Education & Training,Divorced,Democrat,Man,United States,"$70,000-$79,999",White,Full-time,1k-MTurk-Images/Google_1_Laurie Mcnamara_15_oval.jpg,DALLE_images/Google_1_Laurie Mcnamara_15_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Laurie Mcnamara_15_oval_DALLE_TRANSFORMED.jpg
mid 60s,oval,blue eyes,short blonde hair,medium sized nose,white,none,female,thin blonde,smiling,that's it,2.0,1.0,3.0,Google_1_Danny Bickerstaff_5_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Danny%20Bickerstaff_5_oval.jpg,31EB058DBBCA4F128808DEC55A853B0A,"{""RowData"":[{""CellData"":""2.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Danny Bickerstaff_5_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Danny%20Bickerstaff_5_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":524}","{""Data"":{""taskData"":{""age"":""mid 60s"",""jaw"":""oval"",""eyes"":""blue eyes"",""hair"":""short blonde hair"",""nose"":""medium sized nose"",""race"":""white"",""beard"":""none"",""gender"":""female"",""eyebrows"":""thin blonde"",""expression"":""smiling"",""additionalInfo"":""that\u0027s it""}}}",35,"Associate degree (for example: AA, AS)",Female,Other,Married,Republican,Woman,United States,"$100,000-$124,999",White,Full-time,1k-MTurk-Images/Google_1_Danny Bickerstaff_5_oval.jpg,DALLE_images/Google_1_Danny Bickerstaff_5_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Danny Bickerstaff_5_oval_DALLE_TRANSFORMED.jpg
50,Unremarkable jaw,Normal blue,Brownish Red,Normal nose,white,None,female,Normal brown,smiling,No description provided,2.0,1.0,2.0,Brian_Mach_1_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Brian_Mach_1_oval.jpg,533AF04CF70C4868BF4C50172A52A5B7,"{""RowData"":[{""CellData"":""2.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""2.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Brian_Mach_1_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Brian_Mach_1_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":587}","{""Data"":{""taskData"":{""age"":""50"",""jaw"":""Unremarkable jaw"",""eyes"":""Normal blue"",""hair"":""Brownish Red"",""nose"":""Normal nose"",""race"":""white"",""beard"":""None"",""gender"":""female"",""eyebrows"":""Normal brown"",""expression"":""smiling""}}}",42,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Retail,Single,Democrat,Man,United States,"$50,000-$59,999",White,Full-time,1k-MTurk-Images/Brian_Mach_1_oval.jpg,DALLE_images/Brian_Mach_1_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Brian_Mach_1_oval_DALLE_TRANSFORMED.jpg
35,Round,Brown,Short straight red,Small nostrils and large,white,None,female,Medium ,smiling,No description provided,4.0,1.0,2.0,Google_1_Yolanda Scully_3_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Yolanda%20Scully_3_oval.jpg,B943EEA9B392471F89EA13197631BEB0,"{""RowData"":[{""CellData"":""4.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""2.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Yolanda Scully_3_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Yolanda%20Scully_3_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":589}","{""Data"":{""taskData"":{""age"":""35"",""jaw"":""Round"",""eyes"":""Brown"",""hair"":""Short straight red"",""nose"":""Small nostrils and large"",""race"":""white"",""beard"":""None"",""gender"":""female"",""eyebrows"":""Medium "",""expression"":""smiling""}}}",44,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Business Management & Administration,Married,Republican,Woman,United States,"$100,000-$124,999",White,Business Owner,1k-MTurk-Images/Google_1_Yolanda Scully_3_oval.jpg,DALLE_images/Google_1_Yolanda Scully_3_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Yolanda Scully_3_oval_DALLE_TRANSFORMED.jpg
Early 30s,Square,"Brown, oval shape",Shaved clean cut,"Wide, large nostrils",black,"Goatee, close sha",male,"Full, groomed",smiling,No description provided,3.0,2.0,3.0,Google_1_Steven Mayorga_7_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Steven%20Mayorga_7_oval.jpg,5580E9D05D684FD5BD0CE1D5CE127E9A,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""2.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Steven Mayorga_7_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Steven%20Mayorga_7_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":590}","{""Data"":{""taskData"":{""age"":""Early 30s"",""jaw"":""Square"",""eyes"":""Brown, oval shape"",""hair"":""Shaved clean cut"",""nose"":""Wide, large nostrils"",""race"":""black"",""beard"":""Goatee, close sha"",""gender"":""male"",""eyebrows"":""Full, groomed"",""expression"":""smiling""}}}",39,"Some college, but no degree",Female,Other,Divorced,Independent,Woman,United States,"$30,000-$39,999",White,Full-time,1k-MTurk-Images/Google_1_Steven Mayorga_7_oval.jpg,DALLE_images/Google_1_Steven Mayorga_7_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Steven Mayorga_7_oval_DALLE_TRANSFORMED.jpg
early-mid 30s,Oval,Large blue,long straight brunette,"small nostrils, short nose bridge",white,None,female,Thick Brown,smiling,No glasses,4.0,1.0,3.0,Google_1_Sonia Steffen_3_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Sonia%20Steffen_3_oval.jpg,E9C554921A30473FABBA12ACC64EA139,"{""RowData"":[{""CellData"":""4.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Sonia Steffen_3_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Sonia%20Steffen_3_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":592}","{""Data"":{""taskData"":{""age"":""early-mid 30s"",""jaw"":""Oval"",""eyes"":""Large blue"",""hair"":""long straight brunette"",""nose"":""small nostrils, short nose bridge"",""race"":""white"",""beard"":""None"",""gender"":""female"",""eyebrows"":""Thick Brown"",""expression"":""smiling"",""additionalInfo"":""No glasses""}}}",30,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,Married,Democrat,Man,United States,"$40,000-$49,999",Chinese,Full-time,1k-MTurk-Images/Google_1_Sonia Steffen_3_oval.jpg,DALLE_images/Google_1_Sonia Steffen_3_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Sonia Steffen_3_oval_DALLE_TRANSFORMED.jpg
22,oval,brown,long and brown. she had straight hair,small nostrils,white,no beard,female,brown,smiling,she was smiling and showing her teeth. ,4.0,1.0,3.0,Google_1_Pauline Fitzwater_17_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Pauline%20Fitzwater_17_oval.jpg,7CE70559E2324640943B0C195CFEFCEF,"{""RowData"":[{""CellData"":""4.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Pauline Fitzwater_17_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Pauline%20Fitzwater_17_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":531}","{""Data"":{""taskData"":{""age"":""22"",""jaw"":""oval"",""eyes"":""brown"",""hair"":""long and brown. she had straight hair"",""nose"":""small nostrils"",""race"":""white"",""beard"":""no beard"",""gender"":""female"",""eyebrows"":""brown"",""expression"":""smiling"",""additionalInfo"":""she was smiling and showing her teeth. ""}}}",32,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,Married,Republican,Woman,United States,"$40,000-$49,999",White,Full-time,1k-MTurk-Images/Google_1_Pauline Fitzwater_17_oval.jpg,DALLE_images/Google_1_Pauline Fitzwater_17_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Pauline Fitzwater_17_oval_DALLE_TRANSFORMED.jpg
mid-20s,Round,Small hazel,Short straight brown,Long wide,white,None,male,Thick wide brown,smiling,No description provided,2.0,1.0,3.0,Bridget_Blow_3_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Bridget_Blow_3_oval.jpg,47F69750C48A485FB950A5F54E8E0658,"{""RowData"":[{""CellData"":""2.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Bridget_Blow_3_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Bridget_Blow_3_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":594}","{""Data"":{""taskData"":{""age"":""mid-20s"",""jaw"":""Round"",""eyes"":""Small hazel"",""hair"":""Short straight brown"",""nose"":""Long wide"",""race"":""white"",""beard"":""None"",""gender"":""male"",""eyebrows"":""Thick wide brown"",""expression"":""smiling""}}}",37,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,Married,Democrat,Woman,United States,"$70,000-$79,999",Black or African American,"Not in paid work (e.g., homemaker, disabled)",1k-MTurk-Images/Bridget_Blow_3_oval.jpg,DALLE_images/Bridget_Blow_3_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Bridget_Blow_3_oval_DALLE_TRANSFORMED.jpg
mid-30s to 40s,"goatee, light brown, well-groomed","large nose bridge, short-ish length. doesn't stick out well from rest of face","thick near the front, thinner at the end, pretty light","soft, undefined",white,"smiling, but not like he's happy, more like he's posing for a headshot",male,"small, a bit narrow-set but not too bad, very light blue/grey",smiling,"wearing professional looking clothes, brown hair, big earlobes",3.0,1.0,3.0,Google_1_Anita Stanton_5_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Anita%20Stanton_5_oval.jpg,69BB4E46FBA84DB391DD8AE2C090B89E,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Anita Stanton_5_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Anita%20Stanton_5_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":595}","{""Data"":{""taskData"":{""age"":""mid-30s to 40s"",""jaw"":""goatee, light brown, well-groomed"",""eyes"":""large nose bridge, short-ish length. doesn\u0027t stick out well from rest of face"",""hair"":""thick near the front, thinner at the end, pretty light"",""nose"":""soft, undefined"",""race"":""white"",""beard"":""smiling, but not like he\u0027s happy, more like he\u0027s posing for a headshot"",""gender"":""male"",""eyebrows"":""small, a bit narrow-set but not too bad, very light blue/grey"",""expression"":""smiling"",""additionalInfo"":""wearing professional looking clothes, brown hair, big earlobes""}}}",23,"Bachelor's degree (for example: BA, AB, BS)",Female,Retail,In a relationship,Democrat,Woman,United States,"$60,000-$69,999",American Indian or Alaska Native,Part-time,1k-MTurk-Images/Google_1_Anita Stanton_5_oval.jpg,DALLE_images/Google_1_Anita Stanton_5_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Anita Stanton_5_oval_DALLE_TRANSFORMED.jpg
Late 20s,small well shaped feminine pointy,medium black,Short black,small pointed nose,asian,none,female,think black,smiling,Wearing lipstick,4.0,4.0,4.0,Google_1_Laura Hines_7_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Laura%20Hines_7_oval.jpg,95054BBAD8F844C8840440AAD9CC2907,"{""RowData"":[{""CellData"":""4.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""4.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""4.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Laura Hines_7_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Laura%20Hines_7_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":596}","{""Data"":{""taskData"":{""age"":""Late 20s"",""jaw"":""small well shaped feminine pointy"",""eyes"":""medium black"",""hair"":""Short black"",""nose"":""small pointed nose"",""race"":""asian"",""beard"":""none"",""gender"":""female"",""eyebrows"":""think black"",""expression"":""smiling"",""additionalInfo"":""Wearing lipstick""}}}",43,High school graduate - high school diploma or the equivalent (for example: GED),Male,Other,Divorced,Democrat,Man,United States,"$10,000-$19,999",White,"Not in paid work (e.g., homemaker, disabled)",1k-MTurk-Images/Google_1_Laura Hines_7_oval.jpg,DALLE_images/Google_1_Laura Hines_7_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Laura Hines_7_oval_DALLE_TRANSFORMED.jpg
39,SQUARE,BROWN,GOOD,ATRACTIVE,white,No description provided,female,WAVY,smiling,No ,4.0,5.0,3.0,Google_1_Megan Lancaster_17_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Megan%20Lancaster_17_oval.jpg,61F14322FFF74E95BD7755E775EEF00F,"{""RowData"":[{""CellData"":""4.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""5.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Megan Lancaster_17_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Megan%20Lancaster_17_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":585}","{""Data"":{""taskData"":{""age"":""39"",""jaw"":""SQUARE"",""eyes"":""BROWN"",""hair"":""GOOD"",""nose"":""ATRACTIVE"",""race"":""white"",""beard"":""NA"",""gender"":""female"",""eyebrows"":""WAVY"",""expression"":""smiling"",""additionalInfo"":""No ""}}}",57,"Bachelor's degree (for example: BA, AB, BS)",Male,Retail,Married,Republican,Man,United States,"$80,000-$89,999",White,Full-time,1k-MTurk-Images/Google_1_Megan Lancaster_17_oval.jpg,DALLE_images/Google_1_Megan Lancaster_17_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Megan Lancaster_17_oval_DALLE_TRANSFORMED.jpg
45,pointed,Blue,"medium brown, short, receding hairline","Medium nostrils, semi-pointed, not too round",white,"light mustache, no beard",male,"Thin, light brown",smiling,"Yellowint teeth, but no missing teeth, many wriki",3.0,1.0,4.0,Google_1_Douglas Ziegler_3_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Douglas%20Ziegler_3_oval.jpg,1356074AB0944015B670CC9A8277CBD3,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""4.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Douglas Ziegler_3_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Douglas%20Ziegler_3_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":598}","{""Data"":{""taskData"":{""age"":""45"",""jaw"":""pointed"",""eyes"":""Blue"",""hair"":""medium brown, short, receding hairline"",""nose"":""Medium nostrils, semi-pointed, not too round"",""race"":""white"",""beard"":""light mustache, no beard"",""gender"":""male"",""eyebrows"":""Thin, light brown"",""expression"":""smiling"",""additionalInfo"":""Yellowint teeth, but no missing teeth, many wriki""}}}",68,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,Single,Democrat,Woman,United States,"Less than $10,000",White,Part-time,1k-MTurk-Images/Google_1_Douglas Ziegler_3_oval.jpg,DALLE_images/Google_1_Douglas Ziegler_3_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Douglas Ziegler_3_oval_DALLE_TRANSFORMED.jpg
